id,text,label,keywords
71,"मॉड्यूल पायलट, यूनाइटेड स्टेट्स के अंतरिक्ष एजेंसी (नासा) का एक नया मिशन है, जिसका उद्देश्य एक नए लूनार मॉड्यूल को भेजना है जो अलग सैटर्न पर अलग-अलग परियोजनाओं को संचालित करने के लिए डिज़ाइन किया गया है। यह मिशन 'अपोलो स्पेससूट' नामक एक नए स्पेससूट के साथ जुड़ा हुआ है, जो पहली बार 2024 में लॉन्च होगा। मॉड्यूल पायलट मिशन का मुख्य उद्देश्य एक नए लूनार मॉड्यूल को भेजना है, जो अलग-अलग परियोजनाओं के लिए अलग-अलग सैटर्न पर काम करने के लिए डिज़ाइन किया गया है। यह मिशन 'कमांड मॉड्यूल' नामक एक नए कमांड मॉड्यूल के साथ जुड़ा हुआ है, जो दोहरे मिशन के लिए उपयोगी होगा। प्रत्येक अंतरिक्ष मिशन के लिए, एक नया लूनार मॉड्यूल भरेगा। ब्लॉक के रूप में, यह मिशन 'शामिल होगा'। यह मिशन नए",0,"मॉड्यूल पायलट, कमांड मॉड्यूल, लॉन्च होगा, शुरू करेंगे, एक्सट्रावेहिकुलर एक्टिविटी, शामिल होगा।, (प्रत्येक अंतरिक्ष, भरेगा। ब्लॉक, लूनार मॉड्यूल, अलग सैटर्न, सैटर्न आईबी, दोहरे मिशन, क्रू सदस्यों, नया अपोलो, अपोलो स्पेससूट"
205,"कटाव की दर क्षेत्र के उत्थान के बराबर थी, जैसे कि नदी को लगभग इसके मूल स्तर पर छोड़ दिया गया था, जबकि आसपास की भूमि ऊपर उठ गई थी। गॉर्ज काफी गहरा है और नदी का तनन है जो अपने कई महल और अंगूर के बाग के लिए जाना जाता है। यह यूनेस्को विश्व धरोहर स्थल (2002) है और इसे ""रोमांटिक राइन"" के रूप में जाना जाता है, जिसमें मध्य युग के 40 से अधिक महल और किले व कई विचित्र और प्यारे देशीय गांव हैं।",1,"जाना जाता, जबकि आसपास, धरोहर स्थल, गांव हैं।, जिसमें मध्य, जाता है।, में जाना, अधिक महल, ऐसा संरूपण, मूल स्तर, भूमि ऊपर, काफी गहरा, यूनेस्को विश्व, विश्व धरोहर, ""रोमांटिक राइन"""
83,दुनिया की स्थलीय प्राथमिक उत्पादकता का लगभग 10% और पारिस्थितिकी प्रणालियों में कार्बन भंडार का 10% - कार्बन के 1.1 × 1011 मीट्रिक टन के क्रम में अमज़ोनियन सदाबहार वनों से आता है। 1975 और 1996 के बीच अमेज़न के जंगलों में प्रति वर्ष 0.62 ± 0.37 टन कार्बन प्रति हेक्टेयर जमा होने का अनुमान है।,1,"पर्यावरणविद जंगल, प्रति वर्ष, जैव विविधता, वनस्पति प्रवर्धन, ग्लोबल वार्मिंग, स्थलीय प्राथमिक, प्राथमिक उत्पादकता, पारिस्थितिकी प्रणालियों, अमज़ोनियन सदाबहार, सदाबहार वनों, बीच अमेज़न, हेक्टेयर जमा, निहित कार्बन, कार्बन भंडार, प्रति हेक्टेयर"
6,"वें स्तर) का प्रमुख प्रतिद्वंद्वी में से एक, पोलोनिया वारसॉ एक प्रमुख फुटबॉल क्लब है। उनकी स्थापना 1910 में हुई थी और तब से उन्होंने अपने स्थानीय प्रतिद्वंद्वियों को कई बार हराया है। राष्ट्रिय चैंपियनशिप के लिए उन्होंने कई मौके हासिल किए हैं, लेकिन उनके पास अभी भी कामयाब रहे हैं। उन्होंने 2018 में एकलस्ट्रलासा चैम्पियनशिप जीतने के लिए अपने प्रयासों को दर्शाया, लेकिन 2019 में उनकी वित्तीय स्थिति ख़राब हो गई थी। हालांकि, उन्होंने 2020 में फिर से चैम्पियनशिप जीतने के लिए अपने प्रयासों को दर्शाया। वें स्तर) के साथ-साथ, पोलोनिया वारसॉ ने कई स्थानीय प्रतिद्वंद्वियों को हराया है। उन्होंने 2018 में पास काफी के खिलाफ पारी की थी, जिसमें उन्होंने 4",0,"स्थानीय प्रतिद्वंद्वियों, रहे। उन्होंने, वें स्तर), फ़ुटबॉल एसोसिएशन, पोलोनिया वारसॉ, पास काफी, एकलस्ट्रलासा चैम्पियनशिप, चैम्पियनशिप जीतने, कामयाब रहे।, राष्ट्रिय चैंपियनशिप, कोनवीक्टर्सका स्ट्रीट, ओल्ड टाउन, पैदल दूरी, ख़राब वित्तीय, वित्तीय स्थिति"
147,"भवन निर्माण, भारी और सिविल इंजीनियरिंग निर्माण, और विशेष व्यापार ठेकेदार। निर्माण सेवा फर्मों (जैसे, इंजीनियरिंग, आर्किटेक्चर) और निर्माण प्रबंधकों के लिए भी श्रेणियां हैं (निर्माण परियोजनाओं को पूरा करने के लिए प्रत्यक्ष वित्तीय जिम्मेदारी संभालने के बिना निर्माण परियोजनाओं के प्रबंधन में लगी फर्म)।",1,"वर्गीकरण प्रणाली, मानक औद्योगिक, इन्हे तीन, फर्मों (जैसे, लगी फर्म)।, वाली कंपनियों, प्रणाली है।, नवीन उत्तर, उत्तर अमेरिकी, अमेरिकी उद्योग, तीन उप-क्षेत्रों, विशेष व्यापार, व्यापार ठेकेदार।, सेवा फर्मों, प्रत्यक्ष वित्तीय"
97,"यह पहले पीयर-टू-पीयर नेटवर्क आर्किटेक्चर में से एक में विकसित हुआ, जिससे DEC 1980 के दशक में एक नेटवर्किंग पावरहाउस बन गया। शुरू में  यह तीन लेयर के साथ बनाया गया था, यह बाद में (1982) सात-लेयर वाले OSI-अनुरूप नेटवर्किंग प्रोटोकॉल के रूप में विकसित हुआ। DECnet प्रोटोकॉल पूरी तरह से डिजिटल इक्विपमेंट कॉर्पोरेशन द्वारा डिजाइन किए गए थे। हालाँकि, DECnet का फ़ेज़ II (और बाद में) प्रकाशित विनिर्देशों युक्त ओपन स्टैंडर्ड थे, और कई कार्यो को DEC के बाहर विकसित किया गया था, जिसमें से एक Linux के लिए भी था।",1,"जिससे DEC, OSI -अनुरूप, थे। हालाँकि, में विकसित, इक्विपमेंट कॉर्पोरेशन, तीन लेयर, डिजाइन किए, में) प्रकाशित, प्रकाशित विनिर्देशों, विनिर्देशों युक्त, युक्त ओपन, ओपन स्टैंडर्ड, विकसित हुआ।, बाहर विकसित, मूल रूप"
149,"कोड का पालन करने में विफल रहने वाली किसी परियोजना का निर्माण करने से मालिक को लाभ नहीं होता है । कुछ कानूनी आवश्यकताएं मलम इन से विचार द्वारा आती हैं, या उन चीजों को रोकने की इच्छा जो निर्विवाद रूप से खराब हैं - पुल ढहना या विस्फोट। अन्य कानूनी आवश्यकताएं मलम प्रोहिबिटुम विचारों, या ऐसी चीजें जो रिवाज या अपेक्षा का विषय हैं से आती हैं, जैसे कि किसी व्यवसाय को व्यवसायिक जिले और आवास को आवासीय जिले में अलग करना। एक वकील कानून में बदलाव या छूट की मांग कर सकता है जो उस भूमि को नियंत्रित करता है जहां इमारत का निर्माण किया जाएगा, या तो यह तर्क देकर कि एक नियम अनुचित है (पुल का डिज़ाइन टूटने का कारण नहीं होगा), या कि रिवाज की अब जरूरत नहीं है (समुदाय में लाइव-वर्क स्पेस की स्वीकृति बढ़ गई है)।",1,"कानूनी आवश्यकताएं, आवश्यकताएं मलम, पुल ढहना, प्रोहिबिटुम विचारों, अन्य कानूनी, मलम प्रोहिबिटुम, आवश्यक है।, विफल रहने, रहने वाली, निर्विवाद रूप, विस्फोट। अन्य, ऐसी चीजें, अलग करना।, वकील कानून, जहां इमारत"
33,"जिसने लूथर, was a German theologian who revolutionized the Christian faith in 16वीं शताब्दी (16th century). He is best known for his 95 Theses, which challenged the Catholic Church's practices and doctrines, leading to the Protestant Reformation. इन थियोस (these theses) were written in 1517 and published in Wittenberg, Germany, where Luther was a professor at the University of Wittenberg. Luther's work had a profound impact on the Christian world, and his ideas continue to influence the development of Protestantism and other Christian denominations. He believed in the authority of the Bible and the importance of individual faith, which challenged the Catholic Church's teachings on sacraments, indulgences, and the role of the priest. One of the key events that led to the Protestant Reformation was the sale of indulgences by the Catholic Church. Luther saw this as a form of exploitation, and his 95 Theses were a call to action against this practice. He argued that the Bible was the ultimate authority and that individuals should not rely on the Church for salvation. Luther's legacy continues to be felt today, and his ideas remain a powerful force in shaping the Christian faith. His work has inspired countless individuals and communities, and his influence can be seen in the development of Protestantism and other Christian denominations. In conclusion, Martin Luther's 95 Theses were a pivotal",0,"भजन Ein, Ein venues, venues Lied, Lied sir, जिसने लूथर, नया गाना, चढ़ाए जाने, जाने वाला, घटनाओं विशेष, लगातार उतपन्न, उतपन्न हुए।, व्यवहार जोहन्न, जोहन्न इश्च, हेनरिच वोए, रोमन कैथोलिक"
66,"अंतर्राष्ट्रीय स्तर पर, कीमत में बढ़ोतरी से कई उद्योगों जैसे ऑटोमोबाइल में प्रतिस्पर्धी स्थिति में परिवर्तन हुआ। व्यापक आर्थिक समस्याओं में मुद्रास्फीति और अपस्फीति दोनों प्रभाव शामिल थे। व्यापार प्रतिरोध के कारण तेल कंपनियों को तेल की आपूर्ति बढ़ाने के लिए नए तरीकों की तलाश करनी पड़ी, यहां तक ​​कि आर्कटिक जैसे विषम भूभागों में भी । तेल खोजने और नए क्षेत्रों को विकसित करने के लिए आमतौर पर महत्वपूर्ण उत्पादन से पहले पांच से दस साल की आवश्यकता होती है।",1,"व्यापार प्रतिरोध, अमेरिकी ऊर्जा, करनी पड़ी, थे। व्यापार, ऊर्जा सुरक्षा, तत्काल मांगों, अमरीकी अर्थव्यवस्था, पड़ा। अंतर्राष्ट्रीय, अंतर्राष्ट्रीय स्तर, प्रतिस्पर्धी स्थिति, परिवर्तन हुआ।, हुआ। व्यापक, व्यापक आर्थिक, आर्थिक समस्याओं, अपस्फीति दोनों"
19,"एंड वार"" में प्रकाशित अन्य बयानों की व्याख्या - एक धार्मिक विचार ""एंड वार"" में प्रकाशित अन्य बयानों की व्याख्या करने का मेरा उद्देश्य यह स्पष्ट करना है कि क्या ये बयान धार्मिक विचारों को बढ़ावा देते हैं या नहीं। हालाँकि, यह ध्यान रखना आवश्यक है कि ""एंड वार"" में प्रकाशित अन्य बयानों की व्याख्या करना एक जटिल काम है, और विचार अनिश्चित हो सकते हैं। कुछ बयानों में यह दिखाई देता है कि वे धार्मिक विचारों को बढ़ावा देते हैं, जबकि अन्य बयानों में यह दिखाई देता है कि वे धार्मिक विचारों को प्रभावित नहीं करते हैं। लेकिन, यह भी ध्यान रखना आवश्यक है कि ""एंड वार"" में प्रकाशित अन्य बयानों की व्याख्या करना एक व्यक्तिगत विचार है, और यह व्यक्तिगत राय पर आधारित हो सकता है। उदाहरण के लिए, यद",0,"एंड वार"", में प्रकाशित, में टेस्ला, अन्य बयानों, धार्मिक विचार, विचार अनिश्चित, अनिश्चित बने, बने रहे।, रहे। उदाहरण, हालाँकि, में, लेख, वार"", दिए, अन्य"
118,"क्रिस स्मिथ के संगीत वाद्यों पर निर्णय काफी विवादास्पद** क्रिस स्मिथ, एक प्रसिद्ध यूरोपीय संगीतकार, के संगीत वाद्यों पर निर्णय काफी विवादास्पद रहे हैं। उनके संगीत वाद्यों की विविधता और उनकी संसदीय वेबसाइट पर उपलब्ध सामग्री ने लोगों को आकर्षित किया है, जिसमें ज्यादा नामों के साथ-साथ ऑनलाइन याचिका भी शामिल हैं। स्मिथ के संगीत वाद्यों पर निर्णय काफी विवादास्पद क्यों? इसके पीछे कारण क्रिस स्मिथ की देखभाल और उनकी योजना बनाई गई थी। उनके संगीत वाद्यों की उपलब्धता और उनकी संसदीय वेबसाइट पर उपलब्ध सामग्री ने लोगों को आकर्षित किया है, लेकिन कुछ लोगों ने उनके संगीत वाद्यों की गुणवत्ता पर सवाल उठाया है। ब्रायन डेविस, एक प्रसिद्ध संगीतकार, ने पूछा। ""क्या क्रिस स्मिथ के",0,"म्यूजिकल इंस्ट्रूमेंट्स, निर्णय काफी, काफी विवादास्पद, संसदीय वेबसाइट, ज्यादा नामों, ऑनलाइन याचिका, कारण क्रिस, क्रिस स्मिथ, पूछा। ब्रायन, ब्रायन डेविस, उसकी देखभाल, उपलब्ध रखना, यूरोप 1600-1800, योजना बनाई, अलावा हॉरमन"
98,"होस्ट कनेक्शन: में मिशिगन, स्टेट यूनिवर्सिटी में यूनिवर्सिटी में रूप में सार्वजनिक विश्वविद्यालयों में डेटा नेटवर्क में IBM में CDC मेनफ़्रेम में NSFNET प्रोजेक्ट में होस्ट अटैचमेंट में इंटरएक्टिव होस्ट में मिशिगन राज्य में स्थित स्टेट यूनिवर्सिटी में होस्ट कनेक्शन का महत्व क्या है? यहाँ कुछ महत्वपूर्ण बातें हैं जो आपको समझनी चाहिए: होस्ट कनेक्शन का उद्देश्य विभिन्न सार्वजनिक विश्वविद्यालयों के बीच डेटा नेटवर्क को बढ़ावा देना और साझा करना है। इससे छात्रों और शिक्षकों को एक साथ आने और अपने शिक्षा के अनुभव को सुधारने का अवसर मिलता है। मिशिगन स्टेट यूनिवर्सिटी में होस्ट कनेक्शन में IBM और CDC दोनों के साथ सहयोग है। यह सहयोग डेटा नेटवर्क को मजबूत बनाने और नवीन तकनीकों को अपनाने में मदद करता है। यह सहय",0,"होस्ट कनेक्शन, में मिशिगन, स्टेट यूनिवर्सिटी, यूनिवर्सिटी में, रूप में, सार्वजनिक विश्वविद्यालयों, डेटा नेटवर्क, में IBM, में CDC, IBM मेनफ़्रेम, CDC मेनफ़्रेम, NSFNET प्रोजेक्ट, होस्ट अटैचमेंट, इंटरएक्टिव होस्ट, होस्ट इंटरैक्टिव"
207,"उत्तर पश्चिम यूरोप में, इसने दो अत्यधिक शीत चरण देखे, जो लगभग 70,000 बीपी और 29,000-24,000 बीपी के आसपास थे। अंतिम चरण वैश्विक अंतिम हिमयुग अधिकतम (ज्यादा से ज्यादा अंतिम हिमनद ) से थोड़ा पूर्ववर्ती है। इस समय में, निचली राइन नीदरलैंड के जरिए लगभग पश्चिम में प्रवाहित हुई और अंग्रेजी चैनल के माध्यम से दक्षिण-पश्चिम में और अंत में अटलांटिक महासागर तक फ़ैल गई। अंग्रेजी चैनल, आयरिश चैनल और अधिकांश उत्तरी सागर शुष्क भूमि थे, मुख्यतः क्योंकि समुद्र का स्तर आज की तुलना में लगभग 120 मीटर (390 फीट) कम था।",1,"अंग्रेजी चैनल, आखिरी ग्लेशियल, निचली राइन, मुख्यतः क्योंकि, आयरिश चैनल, चरण देखे, गई। अंग्रेजी, हुआ। उत्तर, अत्यधिक शीत, आसपास थे।, हिमयुग अधिकतम, अधिकतम (ज्यादा, थोड़ा पूर्ववर्ती, पूर्ववर्ती है।, राइन नीदरलैंड"
