id,text,keywords,label
164,"पेरोटी द्वारा 1996 के एक अध्ययन ने उन पहलुओं की जांच की जिनके माध्यम से असमानता आर्थिक विकास को प्रभावित कर सकती है। उन्होंने दिखाया कि क्रेडिट मार्केट की खामियों के अनुसार, असमानता मानव पूंजी निर्माण के निम्न स्तर (शिक्षा, अनुभव और शिक्षुता) और उच्च स्तर की उर्वरता से जुड़ी हुई है, और जिससे विकास का स्तर निम्न है। उन्होंने पाया कि असमानता पुनर्वितरण कराधान के उच्च स्तर से जुड़ी है, जो की निजी बचत और निवेश में कटौती से विकास के निम्न स्तर से जुड़ा है। पेरोटी ने निष्कर्ष निकाला कि, ""अधिक समानता वाले समाजों में प्रजनन दर कम होती है और शिक्षा में निवेश की उच्च दर होती है। दोनों उच्च विकास दर में परिलक्षित होते हैं। इसके अलावा, बहुत असमान समाजों में राजनीतिक और सामाजिक रूप से अस्थिर होने की प्रवत्ति होती है, जो निवेश की निम्न दरों और इसलिए विकास में परिलक्षित होता है।""","मानव पूंजी, पूंजी निर्माण, निम्न स्तर, है। पेरोटी, है। उन्होंने, उच्च स्तर, आर्थिक विकास, समाजों में, में परिलक्षित, स्तर (शिक्षा, ""अधिक समानता, उन्होंने दिखाया, क्रेडिट बाजार, क्रेडिट मार्केट, उन्होंने पाया",1
207,"जर्मन सेना जर्मनी में एक महत्वपूर्ण अंग है, जो देश के राजनीतिक एवं सैन्य विकास के लिए बहुत महत्वपूर्ण है। जर्मन सेना के अंतर्गत विभिन्न सेनाओं और अंगों के संगठन के आधार पर एक सामान्य रूप एवं विशेष प्रावधान लागू किए जाते हैं। जर्मन सेना ने विश्व युद्ध के दौरान अपनी विशेष थी बल दिखाया, जिसमें जर्मन सैनिक अपनी ताकत एवं नैतिक शक्ति के साथ लड़े। विश्व युद्ध के दौरान जर्मन सेना के अधीन था अधिकारी एवं नेताओं ने विशेष फैसला सुनाता रहे, जो देश के लिए बहुत महत्वपूर्ण थे।

जर्मन सेना के विकास के लिए वर्साय के समझौते के बाद जर्मनी में एक विशेष व्यवस्था बनाई गई थी, जिसमें जर्मन सेना के अधीन थे एवं उनके विकास के लिए विशेष थी बल बनाया गया था। इस व्यवस्था के अंतर्गत जर्मन सेना के अधीन थे एवं उनके विकास के लिए विशेष थी बल बनाया गया था।

एडॉल्फ हिटलर जर्मन सेना के विकास के लिए एक महत्वपूर्ण नेता थे। उन्होंने जर्मन सेना के विकास के लिए एक विशेष व्यवस्था बनाई थी, जिसमें जर्मन सेना के अधीन थे एवं उनके विकास के लिए विशेष थी बल बनाया गया था। उन्होंने जर्मन सेना के अंतर्गत एक विशेष व्यवस्था बनाई थी, जिसमें जर्मन सेना के अधीन थे एवं उनके विकास के लिए विशेष थी बल बनाया गया था।

जर्मन सेना के विकास के लिए विश्व युद्ध के दौरान एक विशेष व्यवस्था बनाई गई थी, जिसमें जर्मन सेना के अधीन थे एवं उनके विकास के लिए विशेष थी बल बनाया गया था। इस व्यवस्था के अंतर्गत जर्मन से�","जर्मन सेना, जर्मनी में, जिसमें जर्मन, प्रथम विश्व, क्षेत्र होगा, विशेष प्रावधान, सामान्य रूप, विशेष थी।, लिया जाएगा, जाएगा। वर्साय, एडॉल्फ हिटलर, विश्व युद्ध, अधीन था।, फ़ैसला सुनाता, सैन्यीकृत क्षेत्र",0
69,"1973 के तेल संकट के एक दशक बाद, होंडा, टोयोटा और निसान ने, 1981 के स्वैच्छिक निर्यात प्रतिबंधों से प्रभावित होकर, अमेरिका में असेंबली संयत्र खोले और अपने बड़े पैमाने पर बाजार ब्रांडों से खुद को अलग करने के लिए अपने लक्जरी डिवीजनों (क्रमशः एक्यूरा, लेक्सस और इनफिनिटी)  की स्थापना की।","एएम-एफएम रेडियो, टोयोटा क्रेसिडा, जिसने यात्रियों, एयर कंडीशनिंग, बिना दीं।, प्रभावित होकर, (क्रमशः एक्यूरा, स्थापना की।, पावर स्टीयरिंग, निसान (जिन्हें, अमेरिका में, टोयोटा कोरोना, जापानी कॉम्पैक्ट, छोटे आकार, खेद व्यक्त",1
29,"तिब्बती बौद्ध धर्म तिब्बत में जाता है और इसके अंतर्गत बौद्ध धर्म के धर्मगुरुओं में मुख्यतः लामा हैं। तिब्बत में बौद्ध धर्म के जाता रखने के लिए विशेष ध्यान दिया जाता है। तिब्बती बौद्ध धर्म तिब्बत के आसपास के क्षेत्रों में भी प्रसारित हो गया है। तिब्बती बौद्ध धर्म में धर्मगुरुओं के अंतर्गत लामा एक महत्वपूर्ण भूमिका निभाते हैं। लामा तिब्बती बौद्ध धर्म के विकास और विस्तार में बहुत महत्वपूर्ण भूमिका निभाते हैं। तिब्बत में बौद्ध धर्म के जाता रखने के लिए विशेष ध्यान दिया जाता है। तिब्बती बौद्ध धर्म में व्रत भी एक महत्वपूर्ण भूमिका निभाते हैं। तिब्बत में बौद्ध धर्म के जाता रखने के लिए विशेष ध्यान दिया जाता है। तिब्बती बौद्ध धर्म में लामा एक महत्वपूर्ण भूमिका निभाते हैं। तिब्बत में बौद्ध धर्म के जाता रखने के लिए विशेष ध्यान दिया जाता है। तिब्बती बौद्ध धर्म में धर्मगुरुओं के अंतर्गत लामा एक महत्वपूर्ण भूमिका निभाते हैं। तिब्बत में बौद्ध धर्म के जाता रखने के लिए विशेष ध्यान दिया जाता है।

तिब्बती बौद्ध धर्म एक विशिष्ट धर्म है जो तिब्बत में जाता है और इसके अंतर्गत लामा एक महत्वपूर्ण भूमिका निभाते हैं। तिब्बत में बौद्ध धर्म के जाता रखने के लिए विशेष ध्यान दिया जाता है। तिब्बती बौद्ध धर्म में व्रत भी एक महत्वपूर्ण भूमिका निभाते हैं।","तिब्बती बौद्ध, तिब्बत में, बौद्ध धर्म, जारी रखने, जाता है।, धर्म में, में धर्मगुरुओं, मुख्यतः लामा, जाता, में, लामा, तिब्बत, तिब्बती, व्रत, हैं।",0
56,"भाप इंजन एक प्राचीन और उपयोगी यंत्र है जो भाप के ऊर्जा द्वारा चलता है। यह आंतरिक दहन विधि के आधार पर काम करता है और इसका उपयोग विभिन्न उद्योगों में किया जाता है। भाप इंजन के अंदर भाप के दबाव के कारण सिलेंडर में गति उत्पन्न होती है, जिससे इंजन के चक्र काम करता है। यह चक्र अक्सर पूरे चक्र के रूप में चलता है जिसमें भाप के दबाव के आधार पर उत्पन्न अश्वशक्ति उपयोग की जाती है।

भाप इंजन के प्रारंभिक संस्करण में लंदन प्रदर्शनी में उपस्थिति थी, जहां इंजन के उपयोग की विशेषताएं दिखाई गई थीं। इंजन संकेतक इस यंत्र के कार्य के अंतर्गत उपयोगी यंत्र के रूप में भी देखा जाता है। यह आंतरिक दहन विधि के आधार पर चलता है और इसके दौरान सिलेंडर में भाप के दबाव के कारण गति उत्पन्न होती है।

भाप इंजन के उपयोग में विभिन्न समस्याएं आ सकती हैं, जैसे अश्वशक्ति के उत्पादन में कमी या बीमा निरीक्षकों के द्वारा नियमित रूप से जांच करना आवश्यक होता है। यह यंत्र नियमित रूप से छवि देखें और अपने कार्य के अंतर्गत आंतरिक दहन के दौरान गति के उत्पादन की जांच करता है। इस तरह भाप इंजन एक उपयोगी और उत्पन्न अश्वशक्ति उत्पन्न करने वाला यंत्र है। इसके उपयोग में विभिन्न उद्योगों में उत्पन्न अश्वशक्ति के उपयोग के लिए बड़ी महत्व रखता है।","भाप इंजन, इंजन संकेतक, प्रारंभिक संस्करण, प्रकार में)।, यंत्र भाप, उपयोगी यंत्र, लंदन प्रदर्शनी, पूरे चक्र, दौरान सिलेंडर, विभिन्न समस्याओं, उत्पन्न अश्वशक्ति, बीमा निरीक्षकों, नियमित रूप, आंतरिक दहन, छवि देखें",0
184,"जारी रहेगा। भारत में गठबंधन सरकार बनाने की प्रक्रिया जारी रहेगी। इस संदर्भ में सरकार बनाने के लिए चर्चा जारी है। इस चर्चा के तहत दोनों पीएनयू (प्रगति नागरिक उम्मीदवार) के बीच एक बड़ा समझौता हो सकता है। जिसके तहत ओडिंगा केन्या आवश्यकता है। इस तहत ओडिंगा केन्या के नेता शामिल होंगे। इस तरह ओडिंगा केन्या अपने नेता के तहत शामिल होंगे। इस तरह जिसके तहत ओडिंगा केन्या अपने नेता के तहत शामिल होंगे। इस तरह दोनों पीएनयू के बीच समझौता हो सकता है। इस समझौते के तहत कैबिनेट मंत्री नियुक्त किए जिसके तहत उप-प्रधानमंत्री शामिल होंगे। इस तरह द्वितीय प्रधानमंत्री के तहत जिसके तहत कैबिनेट मंत्री नियुक्त किए जिसके तहत उप-प्रधानमंत्री शामिल होंगे। इस तरह गठबंधन सरकार बनाने की प्रक्रिया जारी रहेगी। इस प्रक्रिया में जारी रहेगा। इस तरह जारी रहेगा।

इस प्रक्रिया में दोनों पीएनयू के बीच एक बड़ा समझौता हो सकता है। इस समझौते के तहत ओडिंगा केन्या अपने नेता के तहत शामिल होंगे। इस तरह जिसके तहत ओडिंगा केन्या अपने नेता के तहत शामिल होंगे। इस तरह दोनों पीएनयू के बीच समझौता हो सकता है। इस समझौते के तहत कैबिनेट मंत्री नियुक्त किए जिसके तहत उप-प्रधानमंत्री शामिल होंगे। इस तरह द्वितीय प्रधानमंत्री के तहत जिसके तहत कैबिनेट मंत्री नियुक्त किए जिसके तहत उप-प्रधानमंत्री शामिल होंगे। इस तरह गठबंधन सरकार बनाने की प्रक्रिया जारी रहेगी। इस प्रक्रिया में जारी रहेगा।","जारी रहेगा।, सरकार बनाने, हस्ताक्षर किए, किए जिसके, जिसके तहत, द्वितीय प्रधानमंत्री, कैबिनेट मंत्री, मंत्री नियुक्त, उप-प्रधानमंत्री शामिल, शामिल होंगे।, होंगे। चर्चा, गठबंधन सरकार, तहत ओडिंगा, ओडिंगा केन्या, दोनों पीएनयू",0
18,),"संभावित निविदाओं, निविदाओं में, प्राप्त की।), पुरस्कार जीता, जीता (हालाँकि, (हालाँकि एडिसन, वर्षों में, में, संभावित, निविदाओं, एडिसन, प्राप्त, टेस्ला, की।), अफवाहों",1
35,"""ऑरेंज सिटी, कैलिफोर्निया में"" एक ऐसा शहर है जो दक्षिणी कैलिफोर्निया में स्थित है और अपने विशाल विकसित शहरी क्षेत्र के कारण जनसंख्या वाला एक महत्वपूर्ण शहर है। इस शहर में तीसरा सर्वाधिक जनसंख्या वाला शहर है, जो अपने विस्तृत उपनगर समुदाय के कारण बना हुआ है। ऑरेंज सिटी लाओस एंजिल्स के निकट स्थित है और इसके अंदर छोड़ दिये गए अविकसित क्षेत्र भी हैं, जो शहर के विकास के लिए एक चुनौती बन गए हैं। इस शहर में विशाल विकसित शहरी क्षेत्र और अविकसित छोड़ दिये गए क्षेत्र के बीच एक बड़ा विरोध देखने के लिए मिलता है। इस शहर में महान झीलों के साथ एक अद्वितीय पर्यटन स्थल भी है, जो इस शहर के आकर्षण के लिए एक बड़ा कारण बन गया है। ऑरेंज सिटी अपने शहरी क्षेत्र और उपनगर समुदाय के कारण एक विशिष्ट शहर है, जो अपने जनसंख्या वाले और विकसित शहरी क्षेत्र के कारण अपने विशेष स्थान को बनाए रखता है। इस शहर में अविकसित छोड़ दिये गए क्षेत्र भी एक चुनौती बन गए हैं, जो इस शहर के विकास के लिए एक बड़ा चुनौती बन गई है। ऑरेंज सिटी दक्षिणी कैलिफोर्निया में स्थित है और इसके अंदर एक बड़ा विस्तार वाला शहरी क्षेत्र भी है, जो इस शहर के विशिष्ट विशेषताओं के एक अहम भाग के रूप में कार्य करता है।","ऑरेंज सिटी, कैलिफोर्निया में, लाओस एंजिल्स, शहरी क्षेत्र, दक्षिणी कैलिफोर्निया, विशाल विकसित, साथ-साथ अविकसित, अविकसित छोड़, छोड़ दिये, महान झीलों, तीसरा सर्वाधिक, सर्वाधिक जनसंख्या, जनसंख्या वाला, उपनगर समुदाय, रिवर साइड",0
95,"पैकेट अलग-अलग रूट किए जाते हैं, जिससे कभी-कभी अलग मार्ग और अनियमित डिलीवरी होती है। प्रत्येक पैकेट मे एक गंतव्य पते, स्रोत पते और पोर्ट नंबर के साथ लेबल किया जाता है। इसे पैकेट के अनुक्रम संख्या के साथ भी लेबल किया जा सकता है। यह पैकेट को अपने गंतव्य तक पहुँचने में मदद करने के लिए एक समर्पित पथ की आवश्यकता को रोकता है, लेकिन इसका मतलब है कि पैकेट हेडर में बहुत अधिक जानकारी की आवश्यकता है, जो इसलिए बड़ा होता है, और इस जानकारी को पावर-हंग्री कंटेंट मेमरी में देखना आवश्यकता होता है। प्रत्येक पैकेट भेजा जाता है और विभिन्न मार्गों से गुजर सकता है; संभावित रूप से, सिस्टम को हर पैकेट के लिए उतना ही काम करना पड़ता है जितना कि कनेक्शन-ओरिएंटेड सिस्टम को कनेक्शन सेट-अप में करना होता है, लेकिन इसमें एप्लिकेशन की आवश्यकताओं के अनुसार कम जानकारी की आवश्यकता होती है। गंतव्य पर, मूल संदेश/डेटा को पैकेट अनुक्रम संख्या के आधार पर, सही क्रम में फिर से जोड़ा गया है। इस प्रकार एक वर्चुअल कनेक्शन, जिसे वर्चुअल सर्किट या बाइट स्ट्रीम भी कहा जाता है, उपयोगकर्ता को ट्रांसपोर्ट लेयर प्रोटोकॉल द्वारा प्रदान किया जाता है, हालांकि मध्यवर्ती नेटवर्क नोड केवल एक कनेक्शन रहित नेटवर्क लेयर सर्विस प्रदान करते हैं।","प्रत्येक पैकेट, अनुक्रम संख्या, है। प्रत्येक, कनेक्शन रहित, जिससे कभी-कभी, संभावित रूप, मूल संदेश/डेटा, सही क्रम, हालांकि मध्यवर्ती, भेजा जाता, रहित मोड, कनेक्शन-ओरिएंटेड सिस्टम, स्रोत पते, अलग-अलग रूट, रूट किए",1
218,"इन सोसाइटियों ने इन यात्रियों के लिए कहानियों को साझा करने के लिए एक स्थान के रूप में भी काम किया। जर्मनी के फ्रेडरिक रेटज़ेल और ब्रिटेन के हैलफोर्ड मैकिंडर जैसे राजनीतिक भूगोलवेत्ताओं ने भी साम्राज्यवाद का समर्थन किया। रत्ज़ेल का मानना ​​था कि किसी राज्य के अस्तित्व के लिए विस्तार करना आवश्यक था, जबकि मैकिंडर ने ब्रिटेन के शाही विस्तार का समर्थन किया; ये दो तर्क दशकों तक अनुशासन पर हावी रहे।","﻿रॉयल जियोग्राफिकल, हावी रहे।, जबकि मैकिंडर, समर्थन किया।, जियोग्राफिकल सोसाइटी, अन्य भौगोलिक, काफी प्रभाव, सक्षम थीं, वापस आएंगे।, फ्रेडरिक रेटज़ेल, राजनीतिक भूगोलवेत्ताओं, मानना ​​था, तर्क दशकों, भौगोलिक सोसाइटियों, देने में",1
76,"यूरोपीय संघ एक ऐसा संगठन है जो यूरोपीय देशों के बीच सामाजिक, आर्थिक और राजनीतिक सहयोग के लिए स्थापित किया गया है। इस संघ में सदस्य देशों के बीच एक संसद में विधायी प्रक्रिया के माध्यम से नीति निर्माण और नीति अपनाने की प्रक्रिया होती है। यूरोपीय संसद इस संघ के अंतर्गत एक महत्वपूर्ण अंग है जो सदस्य देशों के नागरिकों के लाभों के लिए काम करती है। यह संसद देशों के बीच संसद में विधायी प्रक्रिया में विचार-विमर्श करती है और नीति निर्माण के लिए अपनी भूमिका निभाती है।

यूरोपीय संघ में नागरिकों के लाभों के लिए एक विशेष तरीके से विधायी प्रक्रिया चलाई जाती है। इस प्रक्रिया में देशों के नागरिकों के लाभों के लिए एक विशेष तरीके से विचार-विमर्श किया जाता है। यह प्रक्रिया देशों के बीच एक विशेष तरीके से विचार-विमर्श के माध्यम से विधायी प्रक्रिया में विचार-विमर्श करती है।

यूरोपीय संघ में नागरिकों के लाभों के लिए एक विशेष तरीके से विधायी प्रक्रिया चलाई जाती है। इस प्रक्रिया में देशों के नागरिकों के लाभों के लिए एक विशेष तरीके से विचार-विमर्श किया जाता है। यह प्रक्रिया देशों के बीच एक विशेष तरीके से विचार-विमर्श के माध्यम से विधायी प्रक्रिया में विचार-विमर्श करती है। इस प्रक्रिया में देशों के बीच एक विशेष तरीके से विचार-विमर्श किया जाता है।

यूरोपीय संघ में नागरिकों के लाभों के लिए एक विशेष तरीके से विधायी प्रक्रिया चलाई जाती है। इस प्रक्रिया में देशों के नागरिकों के लाभों के लिए एक विशेष तरीके से विचार-विमर्श किया जाता है। �","यूरोपीय संघ, सदस्य देशों, संसद में, यूरोपीय संसद, में नागरिकों, विधायी प्रक्रिया, प्रक्रिया में, हाथों में, तुलना में, वास्तव में, में यूरोपीय, देशों में, यूरोपीय सदस्य, संघ में, में",0
234,"मानक मॉडल भौतिकी के सबसे महत्वपूर्ण सार्वभौमिक सिद्धांत में से एक है। यह एकीकरण मॉडल के अंतर्गत आता है जो चुंबकीय बलों और इलेक्ट्रोवीक सिद्धांत के बीच एकीकरण का प्रयास करता है। इस मॉडल में, चुंबकीय बलों और इलेक्ट्रोमैग्नेटिक बलों के बीच एक सार्वभौमिक तर्कयुक्त सिद्धांत बनाया जाता है। यह एक ऐसा मॉडल है जो भौतिकी में एकीकरण के लिए एक मानक अधूरा मॉडल के रूप में जाना जाता है।

मानक मॉडल के अंतर्गत, चुंबकीय बलों के अध्ययन में एक विस्तृत अध्ययन किया जाता है। इस मॉडल में, चुंबकीय बलों के बीच एक एकीकरण की कोशिका के रूप में एक एकीकरण मॉडल बनाया जाता है। इस मॉडल में, चुंबकीय बलों के अध्ययन में एक एकीकरण की कोशिका के रूप में एक एकीकरण मॉडल बनाया जाता है। इस मॉडल के अंतर्गत, चुंबकीय बलों के अध्ययन में एक विस्तृत अध्ययन किया जाता है।

मानक मॉडल के अंतर्गत, चुंबकीय बलों और इलेक्ट्रोवीक सिद्धांत के बीच एक एकीकरण की कोशिका के रूप में एक एकीकरण मॉडल बनाया जाता है। इस मॉडल में, चुंबकीय बलों के अध्ययन में एक विस्तृत अध्ययन किया जाता है। यह मॉडल भौतिकी में एकीकरण के लिए एक मानक अधूरा मॉडल के रूप में जाना जाता है।

मानक मॉडल एक ऐसा सिद्धांत है जो चुंबकीय बलों और इलेक्ट्रोवीक सिद्धांत के बीच एकीकरण के लिए एक तर्कयुक्त सिद्धांत बनाता है। यह भौतिकी में एकीकरण के लिए एक मानक अधूरा मॉडल के रूप में जाना जाता है।","मानक मॉडल, सिद्धांत में, मॉडल बलों, एकीकरण मॉडल, इलेक्ट्रोवीक सिद्धांत, है। मानक, चुंबकीय बलों, चुम्बकीय बलों, मॉडल अधूरा, मॉडल विकसित, में एकीकृत, भौतिकी में, प्रयास में, सार्वभौमिक सिद्धांत, तर्कयुक्त सिद्धांत",0
178,"युद्धों और निर्माण परियोजनाओं ने मंगोलिया खजाने को खाली कर दिया था। कर राजस्व बढ़ाने और एकत्र करने के प्रयास भ्रष्टाचार और राजनीतिक घोटालों से ग्रस्त थे। वित्तीय समस्याओं के पीछे सैन्य अभियानों का गलत इस्तेमाल हुआ। 1281 में जापान के कुबलई का दूसरा आक्रमण एक भयानक आंधी के कारण विफल रहा। कुबलाई ने अन्नम, चम्पा और जावा के खिलाफ अपने अभियानों में असफलता प्राप्त की, लेकिन बर्मा के खिलाफ एक ऐतिहासिक जीत हासिल की। अभियान में खराबी, एक दुर्गम जलवायु, और मंगोलों के घुड़सवार युद्ध के लिए उष्णकटिबंधीय इलाके में अनुपयुक्त थे। त्रान वंश जिसने अन्नम (दाई वायट) पर शासन किया उसने मंगोलों को बेच दांग की लड़ाई (1288) में कुचल दिया और हराया। फ़ुज़ियान के चीनी क्षेत्र में चीनी ट्रान (चेन) कबीले का मूल घर था, इससे पहले वे ट्रान किन्ह (陳京चेन जिंग) के तहत दाई वियतनाम में चले गए और उनके वंशजों ने ट्रान राजवंश की स्थापना की, जिसने वियतनाम दै विएट पर शासन किया, कबीले के कुछ लोग अभी भी चीनी बोल सकते थे उदाहरण के तौर पर जब एक युआन राजवंश दूत ने 1282 में चीनी-भाषी ट्रान राजकुमार ट्रान क्वॉक तुआन (लेटर किंग ट्रॉन हुआंग दाओ) के साथ एक बैठक की थी। प्रोफेसर लियाम केली ने कहा कि सांग के मंगोल आक्रमण के बाद चीन के सॉन्ग राजवंश से झोंग झोंग और ज़ू ज़ोंगडाओ के लोग वियतनाम में ट्रान राजवंश में भाग गए, और उन्होंने मंगोल आक्रमण के खिलाफ ट्रान की लड़ाई में मदद की। ट्रान वंश की शुरुआत चीन के फुजियान क्षेत्र से हुई थी, जैसा कि डैओवादी धर्मगुरु जू ज़ोंगाडो ने बताया था, जिन्होंने मंगोल आक्रमण को दर्ज किया और उन्हें ""उत्तरी डाकुओं"" के रूप में संदर्भित किया। अन्नम, बर्मा, और चंपा ने मंगोल आधिपत्य को मान्यता दी और युआन राजवंश के साथ सहायक संबंध स्थापित किए।","मंगोल आक्रमण, ट्रान राजवंश, युआन राजवंश, वियतनाम में, खिलाफ ट्रान, राजवंश में, में ट्रान, जिन्होंने मंगोल, दूसरा आक्रमण, चीनी ट्रान, की। ट्रान, ट्रान वंश, राजवंश दूत, सॉन्ग राजवंश, उन्होंने मंगोल",1
192,"ओज़ोन क्षरण वैश्विक विनियमन के मामले में मोंट्रियल प्रोटोकॉल सफल रहा, जलवायु परिवर्तन के मामले में क्योटो प्रोटोकॉल असफल रहा। ओजोन मामला आईपीसीसी की दक्षता का मूल्यांकन करने के लिये प्रयोग किया गया। आईपीसीसी की नियंत्रित प्रगति स्थिति ने विस्तृत विज्ञान सहमति बनाई जबकि राज्य और सरकारें यदि विपरीत लक्ष्य नहीं, तो अभी तक भिन्न स्थिति का पालन करती हैं। हमारे पास जो नीति निर्माण के अधिक ज्ञान का आधारभूत रेखीय मॉडल है, राजनीतिक उत्तर संदिग्ध होगा।","जलवायु परिवर्तन, मामले में, राजनीतिक उत्तर, संदिग्ध होगा।, में मोंट्रियल, में क्योटो, अन्य पर्यावरणीय, पर्यावरणीय चुनौतियों, चुनौतियों (ओज़ोन, गई। ओज़ोन, असफल रहा।, रहा। ओजोन, ओजोन मामला, नियंत्रित प्रगति, विस्तृत विज्ञान",1
22,"फ़ंक्शन समस्याओं के बारे में बात करते समय, एक बहुत अजीब अनुभव होता है। यह अजीब लगता है कि क्योंकि निर्णय लेने में थोड़ा अजीब रूप से अंतर आता है। इस अंतर के बारे में एक उदाहरण देना अत्यंत उपयुक्त हो सकता है। उदाहरण में फ़ंक्शन के आधार पर तुलना में वास्तव में ऐसा लगता है कि यह फ़ंक्शन अपने आप में समृद्ध है। लेकिन इसके बावजूद, इस फ़ंक्शन के अंतर्गत एक थोड़ा अजीब लगता है कि इसमें ऐसा रूप में एक निर्णय लेने की आवश्यकता होती है। यह निर्णय उस फ़ंक्शन के व्यक्त रूप में अंतर्गत होता है।

इस तरह के फ़ंक्शन में एक बहुत अजीब अनुभव होता है। यह अजीब लगता है कि यह फ़ंक्शन अपने आप में समृद्ध है, लेकिन इसके बावजूद इसमें थोड़ा अजीब रूप से अंतर आता है। इस अंतर के बारे में एक उदाहरण देना अत्यंत उपयुक्त हो सकता है। उदाहरण में फ़ंक्शन के आधार पर तुलना में वास्तव में ऐसा लगता है कि यह फ़ंक्शन अपने आप में समृद्ध है। लेकिन इसके बावजूद, इस फ़ंक्शन के अंतर्गत एक थोड़ा अजीब लगता है कि इसमें ऐसा रूप में एक निर्णय लेने की आवश्यकता होती है।

इस तरह के फ़ंक्शन में एक बहुत अजीब अनुभव होता है। यह अजीब लगता है कि यह फ़ंक्शन अपने आप में समृद्ध है, लेकिन इसके बावजूद इसमें थोड़ा अजीब रूप से अंतर आता है। इस अंतर के बारे में एक उदाहरण देना अत्यंत उपयुक्त हो सकता है।","फ़ंक्शन समस्याओं, क्योंकि निर्णय, थोड़ा अजीब, अजीब लगता, है। हालाँकि, समृद्ध है।, है। उदाहरण, में फ़ंक्शन, सोचने में, में थोड़ा, तुलना में, वास्तव में, में ऐसा, रूप में, में व्यक्त",0
7,"1901 की जनगणना के अनुसार, 711,988 निवासियों में से 56.2% कैथोलिक, 35.7% यहूदी, 5% ग्रीक रूढ़िवादी ईसाई और 2.8% प्रोटेस्टेंट थे। आठ साल बाद, 1909 में, 281,754 यहूदी (36.9%), 18,189 प्रोटेस्टेंट (2.4%) और 2,818 मारियाविट्स (0.4%) थे। इसके चलते कस्बे के सभी हिस्सों में सैकड़ों धार्मिक स्थलों का निर्माण हुआ। उनमें से अधिकांश 1944 के वारसॉ विद्रोह के बाद नष्ट हो गए थे। युद्ध के बाद, पोलैंड के नए कम्युनिस्ट अधिकारियों ने चर्च निर्माण को हतोत्साहित किया और केवल कुछ का ही पुनर्निर्माण किया गया।","ग्रीक रूढ़िवादी, प्रोटेस्टेंट थे।, पूरे अस्तित्व, बहु-सांस्कृतिक शहर, रूढ़िवादी ईसाई, चलते कस्बे, सैकड़ों धार्मिक, धार्मिक स्थलों, हुआ। उनमें, वारसॉ विद्रोह, कम्युनिस्ट अधिकारियों, निवासियों में, निर्माण हुआ।, चर्च निर्माण, थे। युद्ध",1
